prj_id,mst_pr,dup_pr,idn_cmt
6,5013,3872,1897971
6,5197,5185,1896311
6,14727,14712,1885587
6,5918,5683,1895779
6,11540,3860,1889823
6,15377,15376,1884579
6,9257,9057,1891762
6,11583,11441,1891076
6,2370,2142,1900315
6,13125,13092,1887695
6,5782,5769,1895756
6,12083,10362,1890808
6,10426,10388,1890787
6,13640,13634,1887129
6,5422,3251,1898615
6,4927,4925,1896580
6,16751,16597,1882290
6,9963,9901,1891137
6,16620,16384,1882530
6,5008,3981,1897871
6,13084,11640,1889736
6,5496,3639,1898121
6,4571,4562,1897073
6,3209,3189,1898684
6,13982,13843,1886804
6,2327,2212,1900054
6,709,707,1901846
1486,10147,9625,1933924
1486,8242,8045,1936687
1486,11259,11115,1932671
1486,10311,10022,1934162
1486,6199,6138,1940306
1486,12760,12758,1931000
1486,9490,7287,1934800
1486,25375,23107,1909147
1486,8911,8396,1936405
1486,3025,3024,1945573
1486,20124,19143,1919211
1486,17551,16976,1926145
1486,11461,11459,1932425
1486,20840,16160,1926900
1486,15811,15796,1927336
1486,15738,14300,1927365
1486,9825,7601,1937827
1486,22325,21952,1912433
1486,24804,24722,1904811
1486,10620,10358,1933658
1486,9032,7639,1935472
1486,23662,22393,1911185
1486,15400,15058,1927848
1486,4502,4176,1943547
1486,19167,19143,1922688
1486,7588,7530,1937977
1486,5287,4977,1942290
1486,2709,2702,1946087
1486,12704,11657,1932234
1486,11740,8694,1935950
1486,23739,23703,1907340
1486,5275,5140,1941984
1486,25698,21100,1950673
1486,23233,23102,1909165
1486,19228,19049,1923087
1486,11616,11595,1932313
1486,22383,22301,1911323
1486,9386,6846,1935037
1486,20087,20052,1919293
1486,7838,7762,1937433
1486,23367,19808,1920354
1486,13203,10358,1933661
1486,23029,22779,1910070
1486,24334,22751,1910191
1486,9366,8676,1935075
1486,6638,6595,1939499
1486,5106,4938,1942067
1486,24056,23936,1906925
1486,10174,10069,1934069
1486,12528,12140,1931641
1486,6164,5480,1940258
1486,12416,12405,1931401
1486,11127,10819,1933056
1486,7480,6931,1938994
1486,7943,6049,1937272
1486,23748,23732,1907356
1486,25039,19015,1903768
1486,10295,8382,1936429
1486,10258,9565,1934714
1486,21926,21920,1912568
1486,8088,7408,1936965
1486,15533,14368,1927671
1486,8190,8175,1936786
1486,24789,24722,1904571
1486,8845,8526,1936213
1486,18634,18616,1923909
1486,22620,22521,1910473
1486,19263,18999,1922297
1486,20476,20059,1917962
1486,15451,15196,1927755
1486,7997,7709,1937638
1486,15811,15688,1927447
1486,13622,13609,1930143
1486,8369,8028,1936450
1486,10202,8345,1936530
1486,4799,4798,1942580
1486,9505,9445,1934790
1486,14924,14595,1929111
1486,24798,23001,1904560
1486,25039,24654,1903770
1486,14355,13283,1930449
1486,8935,4929,1935609
1486,4508,4189,1943503
1486,2366,2282,1946823
1486,4674,4669,1942750
1486,20190,18567,1924006
1486,7874,6873,1939068
1486,5901,4033,1943813
1486,20610,15608,1927561
1486,21546,20405,1913568
1486,25791,24576,1905261
1486,6967,6859,1938953
1486,12764,9271,1935146
1486,6597,6595,1939579
1486,22182,19448,1911706
1486,20943,20423,1915746
1486,2662,2608,1946186
1486,24100,23467,1906498
1486,8093,8072,1936951
1486,6923,6599,1939003
1486,7896,7530,1937978
1486,5287,4034,1943783
1486,20840,14583,1929121
13378441,2694,2675,2187673
13378441,12873,12863,2141030
13378441,3267,3264,2184038
13378441,9312,9310,2154194
13378441,6337,6335,2167141
13378441,6202,6181,2167854
13378441,20697,20599,2113760
13378441,17428,17419,2123772
13378441,10718,10715,2150190
13378441,4160,4157,2178320
13378441,19477,19463,2117151
13378441,6089,6058,2168827
13378441,14641,14631,2133813
13378441,10460,10450,2150856
13378441,8741,8740,2155965
13378441,3686,3046,2185314
13378441,9113,9112,2154708
13378441,15044,14939,2132305
13378441,16826,16814,2125809
13378441,6585,6194,2167927
13378441,7627,7610,2161085
13378441,5345,5327,2172870
13378441,34,32,2201056
13378441,419,406,2199377
13378441,441,438,2199272
13378441,17151,17137,2124836
13378441,7925,7886,2159634
13378441,9560,9557,2153408
13378441,7562,6293,2161469
13378441,16069,9537,2128353
17302594,13573,13482,2450837
17302594,8373,7891,2431307
17302594,6303,4586,2424270
17302594,6814,5587,2421652
17302594,18214,18193,2471504
17302594,5097,5090,2420136
17302594,16865,16478,2463591
17302594,14993,13627,2451453
17302594,22960,20909,2483589
17302594,10923,10854,2439582
17302594,22038,21702,2486494
17302594,10789,10672,2439382
17302594,6576,6562,2425050
17302594,20219,15299,2481009
17302594,18545,16731,2464514
17302594,14639,14579,2455331
17302594,7068,6920,2427033
17302594,8729,8148,2430657
17302594,6082,6078,2423370
17302594,9789,9718,2435268
17302594,12209,11646,2442980
17302594,12027,7965,2429993
17302594,8775,8774,2432612
17302594,17398,15470,2459515
17302594,13643,8742,2432508
17302594,7897,7888,2429817
17302594,25209,20852,2483411
17302594,9570,7057,2427011
17302594,17271,17264,2467250
17302594,11512,8376,2431312
17302594,23520,23517,2493862
17302594,7744,6531,2424909
17302594,14537,12457,2446907
17302594,9570,6800,2425976
17302594,16660,16659,2464317
17302594,6124,2326,2416063
17302594,12710,12692,2447695
17302594,15785,8208,2430886
17302594,14935,14766,2456780
17302594,17985,15114,2470403
17302594,8111,8091,2430491
17302594,7454,7413,2428272
17302594,13845,13711,2452440
17302594,19880,19845,2479586
17302594,15266,10100,2436294
17302594,10582,10499,2437782
17302594,11570,7929,2429900
17302594,21912,21447,2485431
17302594,4993,1464,2415650
17302594,20545,20407,2482456
17302594,6814,6216,2423877
17302594,6976,6162,2423723
17302594,19594,19489,2477803
17302594,15278,7704,2429291
17302594,10654,10525,2438677
17302594,10649,10482,2437750
17302594,5652,5203,2420454
17302594,7853,7852,2429628
17302594,22336,21243,2484672
17302594,11315,9735,2441518
17302594,12044,11674,2445636
17302594,13023,13013,2449011
2184,2437,2436,2506281
2184,2510,2471,2506352
2184,2408,2386,2506192
2184,4896,3602,2518630
2184,2763,780,2501859
2184,8475,8467,2538881
2184,8693,8296,2540354
2184,11554,8991,2541928
2184,2112,2030,2505123
2184,12861,12846,2568664
2184,4109,2604,2506998
2184,15633,15618,2581420
2184,15618,15427,2581419
2184,5238,3182,2521271
2184,14073,14069,2574759
2184,1365,1362,2503323
2184,1365,1361,2503322
2184,13672,11061,2556138
2184,16146,13500,2583706
2184,2198,2196,2505620
2184,4739,4517,2517886
2184,4197,2316,2506049
2184,13417,12588,2571902
2184,2640,2639,2507153
2184,2640,2638,2507158
2184,13019,12695,2567897
2184,4013,2475,2506361
2184,10817,4127,2514555
2184,1140,1122,2502831
2184,14958,14750,2578638
2184,4374,3024,2516387
2184,3432,3093,2510644
2184,10143,10117,2550102
2184,5276,4363,2516238
2184,9622,6796,2529576
2184,2612,2596,2507021
2184,4257,4229,2515603
2184,14139,11288,2557630
2184,2070,2056,2505184
2184,9121,8394,2538323
2184,1221,540,2501309
2184,14792,14787,2577772
2184,7342,5956,2525377
2184,3182,3151,2508919
2184,3188,2681,2507428
2184,942,941,2502334
2184,14139,12841,2568658
2184,6641,6629,2528788
2184,8555,6756,2529383
2184,13495,11764,2572221
2184,9569,7554,2534014
2184,8284,8268,2537804
2184,3274,1620,2509707
2184,3127,1240,2503145
2184,8398,7731,2535244
2184,2217,2213,2505683
2184,3533,3246,2511248
2184,2366,1731,2504135
2184,5189,4726,2517836
2184,7778,7145,2535417
2184,5888,5664,2524107
2184,9330,6132,2526251
2184,6686,6589,2529010
2184,3222,1469,2503528
2184,3114,3088,2508682
2184,3262,1449,2503500
2184,1516,559,2501339
2184,2763,872,2502140
2184,15987,15704,2583140
2184,10168,9095,2550241
2184,10241,6317,2550632
2184,3687,3565,2512101
2184,7097,6660,2528905
2184,3463,1520,2503649
2184,9622,9382,2545078
2184,10793,10764,2553999
2184,2589,972,2502404
2184,8365,7487,2538211
2184,5293,3602,2511644
2184,2589,2465,2506345
2184,14139,11524,2575092
2184,10753,9035,2542159
2184,15998,15138,2583189
2184,15200,15168,2579710
2184,1618,1611,2503858
2184,10817,6693,2529053
2184,12570,12564,2567266
2184,3097,2569,2506825
2184,5140,4936,2518835
2184,11164,10881,2556996
2184,3376,2494,2506411
2184,16143,16077,2583704
2184,5293,4870,2518517
2184,4751,4517,2517952
2184,8591,8106,2539680
2184,4267,4264,2515623
2184,12694,12373,2567884
2184,4015,3947,2513666
2184,4190,4188,2514968
2184,2610,2516,2506476
2184,3357,2831,2508082
2184,5967,5566,2523478
2184,3973,2739,2507662
2184,8586,8544,2539650
2184,8768,8350,2540620
2184,1515,1506,2503618
2184,7212,7041,2532013
2184,8574,8420,2539570
2184,1818,1619,2504369
2184,1111,971,2502388
2184,5374,3788,2522370
2184,2668,2018,2507394
2184,2986,2735,2508369
2184,14907,12625,2567420
2184,12795,12557,2568335
2184,3534,1500,2503610
2184,4515,4487,2516841
2184,2111,2029,2505121
2184,1279,1252,2503154
2184,7832,5368,2522364
2184,2690,2439,2506296
2184,7274,7235,2532413
2184,5935,3024,2508402
2184,6460,3510,2511125
2184,6861,6080,2529775
2184,4755,4517,2517971
2184,4211,3709,2515212
2184,5958,3648,2511945
2184,14752,13906,2577711
2184,1268,1267,2503192
2184,6439,4654,2517343
2184,9280,9274,2544281
2184,3387,1535,2510323
2184,2833,2789,2508084
2184,11764,11568,2559754
2184,3902,3840,2513168
2184,15238,15235,2580027
2184,4159,4147,2514812
2184,14626,13730,2573342
2184,11353,8039,2536499
2184,3988,3968,2513809
2184,13473,13464,2572143
2184,3913,2160,2505520
2184,10268,7830,2535720
2184,14082,13956,2574835
2184,3878,2330,2513298
2184,2636,2549,2506598
2184,10059,6767,2529408
2184,11138,8656,2540154
2184,1435,1430,2503440
2184,1365,1356,2503315
2184,6693,4127,2529052
6093,14063,13758,2729243
6093,10525,9607,2751781
6093,14792,14784,2725762
6093,13582,12819,2730945
6093,11820,11751,2739911
6093,12151,12147,2737851
6093,11244,10525,2743981
6093,13062,10835,2747011
6093,13378,12986,2733376
6093,16255,16253,2718902
6093,14378,14310,2727933
6093,14264,12503,2735593
6093,16257,16215,2718884
6093,5706,5565,2767421
6093,21140,20535,2693237
6093,11906,11828,2739890
6093,8791,5572,2767387
6093,16915,11848,2739801
6093,12014,11721,2740689
6093,12835,12776,2734238
6093,17876,17870,2710118
6093,21184,12584,2735140
6093,20147,20047,2698170
6093,16942,16917,2715468
6093,19863,19856,2699986
6093,9065,6115,2765669
6093,16080,15892,2719763
6093,12130,11421,2737913
6093,17231,11888,2739640
6093,13084,11547,2732992
6093,22233,22169,2687750
6093,21299,18688,2706049
6093,19082,18973,2704316
6093,14328,14262,2727858
6093,18163,18125,2709001
6093,16421,15212,2723604
6093,14098,12904,2729108
6093,8725,7108,2762526
6093,20408,20405,2696655
6093,12058,11242,2738280
6093,8838,7108,2762527
6093,18936,18658,2706174
10952404,11235,11191,2835112
10952404,4285,4233,2883211
10952404,3125,2882,2886507
10952404,13468,13444,2815635
10952404,8272,8257,2860084
10952404,4116,4096,2883652
10952404,14748,14746,2802328
10952404,7220,6880,2869788
10952404,8937,8936,2854754
10952404,11012,11000,2837547
10952404,10082,8641,2856817
10952404,13273,13256,2818001
10952404,14286,14269,2807187
10952404,6025,6024,2876360
10952404,9261,9254,2852195
10952404,14599,14583,2803814
10952404,1134,1133,2889996
10952404,11383,11340,2833993
10952404,4173,4057,2883811
10952404,3991,3895,2884155
10952404,6261,6258,2874626
10952404,14664,14312,2802903
10952404,12384,10942,2826209
10952404,8411,8404,2858986
10952404,8905,8901,2855018
10952404,9115,9114,2853285
10952404,6965,6957,2869332
10952404,16183,16182,2789448
10952404,12004,11989,2828108
10952404,9365,9363,2851292
10952404,7490,7117,2866285
10952404,8900,8884,2855043
10952404,9401,7832,2863944
10952404,2703,2645,2887001
10952404,15914,15904,2792000
10952404,14457,14449,2804946
10952404,7096,6409,2873568
10952404,13686,13435,2816057
10952404,512,497,2890701
10952404,14207,14170,2808394
10952404,7232,6579,2872328
10952404,16465,14771,2786780
10952404,14629,14628,2803265
10952404,5964,5941,2876767
10952404,8928,8923,2854861
10952404,17233,17229,2779089
10952404,5965,5941,2876933
10952404,14582,14581,2803819
10952404,5596,5595,2879368
10952404,8241,33,2860384
10952404,6823,6741,2870173
10952404,14737,12154,2827878
1226,1971,1966,3307410
1226,1690,1197,3303882
1226,2425,2366,3309046
1226,3060,1845,3306996
1226,4419,4151,3323889
1226,2152,1888,3307125
1226,5324,5166,3329187
1226,5628,5621,3332401
1226,3938,3475,3320587
1226,2706,2615,3310473
1226,875,871,3303056
1226,3521,3500,3317564
1226,1758,1752,3306499
1226,2388,2313,3308834
1226,7644,7496,3344058
1226,1328,1284,3304184
1226,7329,7326,3343163
1226,767,344,3301319
1226,3410,3399,3316785
1226,3503,3497,3317459
1226,2564,2432,3309405
1226,3847,3529,3317606
1226,5756,5751,3333000
1226,1995,1989,3307465
1226,4115,3984,3321748
1226,1489,1376,3304764
1226,6207,6088,3334893
1226,7135,6660,3342195
1226,5052,5049,3328432
1226,440,390,3301823
1226,1123,629,3302422
1226,2985,2959,3314020
1226,8405,8303,3348934
1226,4152,4143,3321953
1226,6267,6266,3336328
1226,5074,5066,3328549
1226,6801,6758,3340064
1226,1772,1763,3306604
1226,5951,5742,3332953
1226,1478,1435,3305033
1226,2859,2408,3309292
1226,1480,1478,3305328
1226,3144,2861,3313079
1226,5404,5378,3330655
1226,5220,4250,3329632
1226,3999,3957,3320739
1226,2099,1759,3306580
1226,3506,3502,3317497
1226,2159,2155,3308254
1226,5464,5463,3330898
1226,5664,5553,3331285
1226,5158,5149,3329125
1226,2662,2627,3310517
1226,7825,7814,3346227
1226,1211,1014,3303349
20078281,7139,6788,3405279
20078281,9848,9284,3428707
20078281,12491,12487,3448135
20078281,8697,8549,3420288
20078281,12878,12875,3452095
20078281,11143,10786,3438001
20078281,10055,9935,3429942
20078281,3813,2205,3378950
20078281,7617,7028,3412628
20078281,5786,5782,3395874
20078281,9578,9575,3426774
20078281,1424,493,3358005
20078281,11074,10320,3431974
20078281,561,161,3350391
20078281,10937,10525,3436173
20078281,6531,5056,3403061
20078281,8263,8231,3418050
20078281,2556,2312,3369260
20078281,5007,5003,3388901
20078281,8923,3062,3372755
20078281,4310,4258,3382087
20078281,10753,10734,3434832
20078281,3068,3059,3372956
20078281,4342,4062,3380830
20078281,9111,8016,3423855
20078281,6987,6947,3407461
20078281,10579,10282,3433554
20078281,539,239,3350823
20078281,11533,9352,3440981
20078281,10916,10890,3436101
20078281,11397,11375,3440076
20078281,2252,2251,3366014
20078281,6537,6536,3403216
20078281,12590,12544,3449087
20078281,11610,8551,3420325
20078281,2350,1785,3367081
20078281,12231,12204,3445697
20078281,8717,8505,3421459
20078281,9233,9184,3424608
20078281,5211,5097,3390298
20078281,11310,9351,3439489
20078281,3701,2253,3366049
20078281,12437,9961,3447400
20078281,5251,4277,3382214
20078281,7933,7932,3415229
20078281,12490,12105,3448117
20078281,385,382,3351356
20078281,11278,10423,3439172
20078281,5690,5689,3394918
20078281,5520,5519,3393797
20078281,7185,7160,3409509
20078281,9535,9482,3426598
20078281,2727,2726,3370489
20078281,2727,2725,3370487
20078281,6728,6718,3404642
20078281,12231,12230,3445881
20078281,8957,8953,3422845
20078281,601,533,3351892
20078281,7911,7745,3415192
20078281,11828,8491,3419793
20078281,4958,4110,3388609
20078281,81,56,3350169
20078281,12492,12487,3448141
20078281,13650,13570,3458355
20078281,3568,3567,3376494
20078281,4814,4813,3387400
20078281,4265,4254,3382123
20078281,11838,11823,3443073
20078281,12777,12316,3446700
20078281,2207,2205,3365566
20078281,9243,9220,3424557
20078281,8016,8010,3415898
20078281,11099,10343,3432117
20078281,7634,7590,3412728
20078281,5020,4975,3388717
20078281,12469,12387,3447855
20078281,3774,3722,3378690
20078281,8612,8587,3420782
20078281,9335,9334,3425471
20078281,6044,5722,3395262
20078281,11848,11762,3443116
20078281,11340,11308,3439655
20078281,7626,7311,3412681
20078281,4585,3823,3384772
20078281,7771,7689,3413150
20078281,489,482,3351701
20078281,6986,6947,3407446
20078281,2262,1936,3362912
20078281,12822,12732,3450533
20078281,3853,3848,3379264
20078281,5783,5544,3395887
20078281,11599,7850,3414582
20078281,10339,10239,3431481
20078281,8491,8334,3419778
20078281,5251,4749,3386410
20078281,6937,6206,3399822
20078281,6982,6947,3407412
20078281,10583,10531,3433609
20078281,12901,12426,3447317
20078281,5434,5306,3393254
20078281,5316,5306,3392373
20078281,7465,5458,3411416
20078281,7616,7311,3412620
20078281,4124,3511,3381197
4708601,19300,19298,3532285
4708601,22705,22697,3528150
4708601,6941,6342,3547692
4708601,8195,8182,3546665
4708601,18689,17756,3532980
4708601,5278,5067,3549839
4708601,15384,15137,3537754
4708601,10773,10465,3544808
4708601,19863,19387,3532179
4708601,20667,18914,3532712
4708601,17350,17181,3534908
4708601,19904,19890,3531661
4708601,12217,11100,3542992
4708601,15350,12879,3537869
4708601,18745,18739,3532870
4708601,21535,21167,3529954
4708601,15423,15126,3537734
4708601,14153,14147,3539673
4708601,18757,18720,3532864
4708601,4819,4282,3550258
4708601,7370,7138,3547355
4708601,16698,16659,3535748
4708601,1525,1480,3552762
4708601,11482,11199,3544085
4708601,11687,11674,3543865
4708601,17037,17033,3535302
4708601,17359,17215,3535106
4708601,7064,6342,3547629
4708601,13333,13183,3541312
4708601,16776,16738,3535591
4708601,7151,6846,3547523
4708601,3028,2993,3551733
4708601,13502,13014,3540998
4708601,6877,6857,3547767
4708601,15371,15345,3537829
4708601,15582,15503,3537530
4708601,20604,20428,3530590
4708601,22499,22145,3528968
4708601,1138,1127,3552964
4708601,20009,18729,3531476
4708601,595,515,3553460
4708601,17172,17077,3535253
4708601,16628,14552,3535813
4708601,8430,8421,3546474
4708601,11496,10872,3544076
4708601,17462,17436,3534771
4708601,16193,15104,3536314
4708601,15347,13965,3537874
4708601,18531,17535,3534620
4708601,22612,21997,3529066
4708601,20795,20174,3531269
4708601,9276,7307,3545868
4708601,19121,18998,3532620
4708601,12529,12512,3542553
4708601,8518,6857,3547791
4708601,7622,6051,3547205
4708601,21136,18462,3529991
4708601,18871,18398,3532756
4708601,14175,14173,3539615
4708601,20745,19541,3530468
4708601,8806,8800,3546183
4708601,2664,2559,3551946
4708601,11664,11215,3544343
4708601,14360,13718,3539286
4708601,19055,18908,3532538
4708601,22039,22035,3529056
4708601,21190,21036,3529925
4708601,20658,20557,3530521
4708601,7147,7001,3547528
4708601,7963,7849,3546835
4708601,2622,2559,3551997
4708601,20851,20428,3530375
4708601,8462,6846,3546401
4708601,15645,15314,3537422
4708601,12776,3089,3542079
4708601,15563,15345,3537558
4708601,1519,1490,3552764
4708601,13932,10349,3540069
4708601,21770,21739,3529339
4708601,13192,10267,3541425
4708601,20665,20664,3530520
4708601,5445,5308,3549727
4708601,14803,10267,3538731
4708601,22045,21929,3529176
4708601,22128,21615,3528977
4708601,17136,17114,3535204
4708601,14630,13965,3538983
4708601,7184,7001,3547495
4708601,7338,7181,3547390
4708601,12733,12328,3542195
4708601,15848,15345,3537033
4708601,6612,6342,3548090
4708601,17409,17404,3534834
4708601,13473,13410,3541032
4708601,13606,13388,3540791
4708601,8047,7736,3546755
4708601,20989,20966,3530212
4708601,6902,6854,3547733
4708601,13519,13014,3540976
4708601,7899,7614,3546889
4708601,7821,6836,3546944
4708601,6615,6342,3548085
4708601,12964,12957,3541794
4708601,21044,20926,3530096
4708601,20754,19890,3530459
4708601,17401,17388,3534862
4708601,19829,18865,3531712
4708601,20332,20310,3530987
4708601,19936,19056,3532536
4708601,10708,10465,3544864
4708601,7912,7849,3546882
4708601,4509,4486,3550477
4708601,7862,6938,3546912
4708601,21161,19864,3529956
4708601,2110,2064,3552354
4708601,5165,3089,3549980
4708601,17080,17051,3535248
4708601,20779,20428,3530440
4708601,20996,20917,3530209
4708601,17637,17283,3534492
4708601,20580,20394,3530623
4708601,15895,15801,3536948
4708601,3610,3593,3551349
4708601,16145,14400,3536393
4708601,8974,8906,3546141
4708601,13165,12604,3541517
4708601,8730,8694,3546219
37,8206,8177,3593574
37,5080,3376,3580878
37,15919,15917,3616674
37,4916,4860,3584657
37,2265,2252,3578244
37,4968,4963,3584719
37,6876,6065,3589588
37,2399,2357,3578489
37,4658,4615,3584031
37,8716,8628,3594929
37,14635,12682,3612352
37,9917,9265,3599266
37,6716,6692,3589171
37,4630,4512,3583963
37,8206,8133,3593682
37,9827,5746,3586675
37,4612,4479,3583426
37,1602,1564,3576360
37,3198,2773,3579568
37,2260,2216,3578205
37,11028,9964,3602903
37,8034,8032,3593187
37,11017,9854,3599026
37,11593,11579,3604323
37,4171,4083,3582440
37,14967,6412,3613648
37,6807,6801,3589466
37,4924,4854,3584666
37,4300,3898,3583051
37,10477,10443,3601256
37,6215,6098,3587695
37,1514,1045,3576180
37,11803,11722,3604656
37,6986,6983,3589925
37,3025,2522,3580070
37,11790,11443,3604035
37,4833,4337,3584450
37,7999,5903,3587106
37,8108,7902,3593398
37,11973,11097,3605292
37,15542,15538,3615791
37,2357,2199,3578388
37,4308,3848,3583068
37,3958,3898,3582104
37,9905,8005,3599195
37,4940,4529,3583706
37,8205,7968,3593679
37,5174,5110,3585136
37,3197,3082,3580444
37,4642,4615,3583981
37,10335,10330,3600591
37,5976,5536,3586050
37,4665,4615,3584049
37,5019,4067,3584752
37,4021,3897,3581982
37,9481,9478,3597630
37,4292,3898,3583030
37,8206,8130,3593462
37,12072,4282,3583015
37,4369,4351,3583169
37,4530,4410,3583711
37,5084,4872,3584588
37,11938,11937,3605223
37,7846,5063,3592483
37,15535,15524,3615705
37,10711,10327,3602033
37,12110,9791,3605628
37,2362,2307,3578404
37,8516,8512,3594709
37,12362,12307,3606098
37,3082,2835,3579687
37,7582,5674,3591699
37,3785,3761,3581773
37,12524,12477,3606420
37,13942,13941,3610024
37,7960,7776,3592288
37,3010,2522,3580037
37,9013,4858,3595928
37,6885,6046,3589600
37,9356,8837,3597170
37,10585,5072,3584909
37,3393,1745,3580904
37,10485,10476,3601270
37,8492,8233,3594645
37,4086,3135,3582449
37,7906,7903,3592570
37,11359,10985,3603943
37,9763,9321,3598759
37,1851,1701,3577041
37,5108,5101,3584974
37,2439,2060,3578576
37,4532,4410,3583714
37,1616,1544,3576424
37,10592,7762,3592238
37,3452,2981,3581056
37,4544,4410,3583754
37,15110,15106,3614106
37,4356,3898,3583151
37,10619,10618,3601674
37,7079,6474,3588559
37,13014,9791,3607691
37,2488,2396,3578810
37,14488,14085,3610584
37,13497,13495,3608868
37,2273,1084,3578283
37,8626,8606,3594920
37,4646,4512,3583989
37,7947,7868,3592729
37,7479,7262,3591327
37,3699,3697,3581647
37,4193,3927,3582828
37,12933,12166,3605752
11065419,12913,12879,3733202
11065419,5299,5285,3746350
11065419,14192,11093,3735723
11065419,5888,4780,3747418
11065419,2630,2571,3752072
11065419,2839,2791,3751777
11065419,7151,6503,3744004
11065419,3330,3259,3750733
11065419,10578,9789,3737648
11065419,11261,9463,3738241
11065419,9986,9752,3737771
11065419,4979,4662,3747008
11065419,11157,10870,3736071
11065419,14103,14082,3731446
11065419,10537,8407,3740029
11065419,7874,6533,3743933
11065419,10050,5850,3737332
11065419,1827,1526,3753953
11065419,12998,12829,3733250
11065419,1654,1644,3754380
11065419,7994,7909,3741037
11065419,4158,3663,3749911
11065419,4148,1990,3753525
11065419,2411,2086,3753179
11065419,9398,7617,3741705
11065419,3064,3019,3751212
11065419,7785,6956,3741364
11065419,9646,8791,3739389
11065419,6570,5269,3743812
11065419,1620,1357,3755029
11065419,12781,12737,3733329
11065419,9167,7485,3738743
11065419,14204,14190,3731208
11065419,1525,1214,3755366
11065419,9686,9482,3738223
11065419,2743,2738,3751885
11065419,1764,1697,3754318
11065419,1426,1285,3755251
11065419,440,339,3757039
11065419,3761,3509,3750129
11065419,1804,1801,3754021
11065419,1701,1618,3754314
11065419,14514,13852,3730706
11065419,1939,1888,3753736
11065419,11679,11677,3734876
11065419,14429,14263,3730834
11065419,5196,5177,3746637
11065419,6344,5893,3744460
11065419,1974,1952,3753617
11065419,9075,8948,3738927
11065419,7666,7557,3741788
11065419,3908,3860,3749347
540,13365,12737,4033251
540,11667,11660,4030640
540,13685,13684,4037379
540,11146,10983,4029396
540,4223,4214,4022098
540,1354,1238,4015873
540,11516,11509,4030321
540,4156,3955,4021921
540,14799,14771,4039682
540,1012,926,4014956
540,2212,2030,4017105
540,1639,1631,4016334
540,12908,12832,4033430
540,14966,13175,4035177
540,13250,12501,4032688
540,12922,12921,4034012
540,13278,13270,4035719
540,13775,13751,4037513
540,13770,13763,4037557
540,14639,13629,4037215
540,4256,4255,4022183
540,14441,14246,4038678
540,11426,11381,4030158
540,2542,2310,4017697
540,1753,1661,4016349
540,12798,12793,4033373
540,2892,2485,4018356
540,3261,3046,4019274
540,4532,3740,4022978
540,1562,1216,4015468
540,13566,13194,4036952
540,12789,12787,4033360
540,13617,13587,4037016
540,3774,3764,4020719
540,10523,4785,4028679
540,2312,2274,4017338
540,2973,2971,4018450
540,324,303,4013401
540,4229,4170,4022111
540,15337,15087,4040299
540,10968,10966,4029373
540,12761,12708,4033307
540,12630,12344,4033037
540,11810,11793,4030938
540,2336,2333,4017370
540,1070,1066,4015133
27329,11253,6687,4069671
27329,8948,6647,4089888
27329,5134,5127,4095284
27329,16441,15971,4044302
27329,4459,3482,4098868
27329,16678,16677,4040861
27329,5950,4958,4096162
27329,7291,7285,4087130
27329,11009,10967,4070829
27329,9292,7462,4086270
27329,12400,12356,4064793
27329,10498,10497,4073230
27329,4271,3482,4099670
27329,12306,12302,4064958
27329,12658,12656,4062704
27329,12385,12384,4064593
27329,12162,12137,4065650
27329,7470,4505,4098602
27329,10269,9924,4075930
27329,15253,15248,4048295
27329,9134,7557,4085989
27329,9348,8728,4078134
27329,11149,8828,4080516
27329,3914,3893,4102261
27329,3060,2670,4105660
27329,11335,11141,4070275
27329,7130,6890,4088921
27329,12576,12566,4063261
27329,2778,2708,4105552
27329,10250,9579,4077468
27329,10857,10656,4072457
27329,2005,1654,4106347
27329,4499,4321,4099485
27329,9358,9198,4078944
27329,14534,13554,4052183
27329,3482,1904,4106289
27329,12638,12603,4062765
27329,10229,10199,4074747
27329,9574,8945,4080081
27329,9655,9644,4077210
27329,9888,9876,4076157
27329,12598,12090,4063040
27329,14791,14728,4051287
27329,11293,9894,4069570
27329,10074,9350,4075337
27329,14599,12580,4063128
27329,10282,9763,4074090
27329,5950,4680,4097981
27329,4549,4254,4099725
183,6617,6399,4638456
183,5341,4781,4633725
183,1445,1437,4622215
183,6688,6648,4638668
183,2092,2089,4625166
183,4698,4671,4631431
183,2981,2935,4627257
183,6269,6184,4637293
183,7647,7583,4641429
183,5631,5611,4634991
183,1809,1790,4623571
183,4174,4147,4630178
183,1178,1165,4621600
183,6551,6542,4638205
183,6001,5386,4636183
183,7123,25,4640416
183,5618,4534,4634962
183,6695,6615,4638691
183,1201,1080,4621353
183,7477,7411,4641163
183,1046,1039,4621104
183,4894,4657,4631939
183,3706,3434,4628213
183,5663,5654,4635144
183,4761,4749,4631534
183,911,910,4620626
183,6476,6267,4637985
183,180,125,4619268
183,605,602,4619968
183,1460,1441,4622251
183,1465,1213,4621692
183,5990,5983,4636158
183,5904,5802,4635942
183,1595,1586,4622912
183,1738,1625,4623270
183,4358,3932,4629544
183,2348,2189,4626318
183,754,747,4620177
183,6909,6795,4639118
183,4649,4648,4631310
183,6193,6073,4636747
183,3291,2973,4627953
183,5486,4642,4631297
183,180,175,4619268
183,4720,4687,4631470
183,3316,3263,4627999
183,5064,4973,4632525
183,1248,1247,4621781
183,5636,5503,4634581
183,4753,4584,4631553
183,1041,1039,4621092
